pietro,izby,powierzchnia,zadrzewienie,autostrada,przemysł,centrum,jezioro,lasy,tramwaj,policja,szkola,cena,zainter
4,2,31.2,17.56,4265.99658,188.2153,2500.5,3474.62231,1894.46558,325,1297.99841,174.64249,4711.54,FALSE
1,3,75.86,100,7220.5,133.4166,7615.911,261.7728,96.04687,2599.356,1059.021,1500.833,4613.76,TRUE
0,2,29.42,2.2,4023.67065,90.13878,2248.02124,3080.16235,1799.5625,61.03278,359.33966,148.66069,3059.14,TRUE
5,1,41.1,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,5158.15,TRUE
3,3,52.4,2.64,11140.36,126.4911,5410.16,3464.578,1143.077,799.2027,1224.602,40,4389.31,FALSE
0,2,38.27,4.24,6469.64062,102.59142,2452.08594,1246.0437,850.13232,196.08672,748.86578,450.69391,4272.28,TRUE
1,3,50.41,29.24,4049.694,94.86833,2569.611,3483.852,1785.476,396.6106,1187.739,420.8622,3729.42,TRUE
0,4,59.3,9.4,6709.1167,145.6022,2672.17139,958.17535,615,20.61553,1042.84473,571.16107,4721.75,TRUE
4,3,49.16,5.36,4257.61963,75.16648,1997.31067,2856.79004,1893.25781,81.3941,439.2323,150.33296,2746.14,TRUE
3,1,35.64,5.32,4007.92334,115.10864,2339.92529,3290.29639,1990.50879,275.72632,599.85413,181.2457,5190.8,TRUE
3,3,36.89,21.2,5587.598,163.2483,3974.182,2268.353,960.2083,690.7966,725.2758,131.244,4133.91,TRUE
2,3,44.6,6.08,5559.975,416.7733,2559.229,293.0017,683.0812,309.2733,234.2008,987.1677,7959.64,FALSE
1,5,100.42,0,6576.519,85,2270.595,1260.516,794.0403,35.35534,739.0027,262.3452,5875.32,FALSE
1,3,48.3,0.44,3385,100,3597.30811,2438.41138,833.44165,186.01076,1560.29639,222.09232,4997.72,FALSE
4,2,27.67,9.76,5880.553,162.865,852.3497,1005,2398.63,60.20797,1043.276,188.6796,7155.76,FALSE
6,4,96.86,0.92,6327.9,245.153,1615.333,1867.813,1356.024,115.434,278.2984,245.204,6194.51,FALSE
5,2,26.4,48.36,6225.128,479.0877,3496.816,1472.489,1342.395,701.2311,1062.379,436.0333,5909.09,FALSE
0,3,49.9,20.72,3958.466,296.0152,3359.364,1833.753,1092.623,527.1859,1475.008,581.0551,4959.92,FALSE
6,3,42.2,19.08,3417.47339,286.00699,5069.3291,1015.13544,1095.53638,1002.06036,2062.31055,559.12878,5616.11,FALSE
8,4,62.7,17.52,3949.27832,187.68324,4769.12207,1507.00037,1374.01782,643.50604,1578.92371,170.07352,4178.63,FALSE
1,3,49.3,4.12,3054.083,44.72136,3210.44,3478.369,1082.832,221.4724,898.0674,565.7959,3975.66,TRUE
0,3,46.23,13.56,4586.7334,146.37282,2184.87988,3324.34961,2233.42798,281.11386,1238.67871,79.05694,4975.12,FALSE
0,3,28.1,20.4,5856.79541,429.53464,3580.05591,1856.354,1380.2627,766.32239,722.58215,236.48466,5053.38,FALSE
4,2,30.8,3.76,11688.48,817.0833,5750.941,4184.047,688.8396,145,745,209.8809,5194.81,FALSE
4,2,34.59,46.76,8075.163,261.7728,2491.531,1478.716,1235.648,184.4587,1480.008,278.5678,5926.57,FALSE
1,4,68.2,6.56,9021.942,195,2870.301,2862.014,724.0338,355.5629,995.7535,106.066,6766.86,FALSE
1,3,43.5,16.36,3496.77,152.9706,2887.823,2614.025,518.9412,145.7738,1267.922,816.2414,5862.07,FALSE
2,2,30.3,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,4554.46,TRUE
1,3,37.4,6.8,3811.59082,476.68124,10784.21289,3685.81396,265.7066,6323.61621,6776.00342,360.45111,4946.52,FALSE
4,2,41.6,2.96,4727.309,31.62278,2088.403,3198.175,2360.704,212.1909,1106.029,201.5564,3365.38,TRUE
4,4,105.51,7.16,6643.766,47.16991,1592.482,1749.636,1228.515,206.1553,116.297,264.1969,3601.55,TRUE
2,1,35.1,0.64,2734.415,227.4313,3496.069,3364.343,730,510.4165,1142.322,820.6248,5698.01,TRUE
3,3,50.7,18.88,4120.755,68.00735,2808.816,3150.849,1648.166,131.244,1125.1,185,5325.44,FALSE
2,1,34.29,0.04,4198.8,100.4988,11353.16,3087.479,85.14693,6933.866,7446.409,1019.031,4497.08,TRUE
1,4,57.82,2.08,10232.25,828.387,5819.321,1788.086,411.7341,2695.872,2953.562,1246.766,6918.02,FALSE
2,3,77.9,0.08,6075.381,40.31129,784.2512,1002.846,2452.31,225.8871,931.9469,373.1622,4172.02,TRUE
0,3,44,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,3636.36,TRUE
3,4,53,26.28,4765.986,291.0756,3316.282,972.5867,548.2928,96.56604,973.7813,132.0985,4905.66,FALSE
3,3,37.1,14.08,6200.59863,70.17834,4108.67969,1785.3291,1039.00195,1154.20972,1245.09033,304.13812,4312.67,TRUE
3,3,45.6,0.56,11277.91,266.1297,5486.404,3648.027,1138.343,618.971,1071.098,228.2542,7236.84,FALSE
2,3,35.18,7.8,3190,80.1561,4018.28955,1995.22559,614.9187,15.81139,1706.4364,172.62677,4235.36,FALSE
3,2,37.3,5.12,6218.024,123.6932,2081.328,1634.786,1178.611,222.991,354.4009,229.8369,4825.74,TRUE
3,3,54.5,3.84,3876.396,127.2792,2345.725,2997.486,1517.317,217.0829,83.81527,286.3564,4678.9,FALSE
1,4,62.6,2.4,5350.556,424.0578,2579.443,506.1867,697.4418,104.0433,183.5756,775.0161,6070.29,FALSE
1,2,29.5,11.2,6260.034,276.134,1590.503,1927.596,1418.238,120.8305,298.4125,285.7009,1266.27,TRUE
0,3,53.3,3.4,11359.83,165.605,5203.434,5038.643,246.6779,2025.889,2644.433,290.6888,5309.57,FALSE
2,3,55.1,24.6,1305.412,111.018,4938.552,2370.259,136.0147,944.5766,2429.038,137.5682,3793.1,TRUE
4,1,40.7,19.96,4371.54736,170.88008,2802.12866,3153.4624,1833.28259,93.94147,802.76086,470,4914,TRUE
3,3,65.8,0,6620.017,172.1918,4499.681,758.2216,91.24144,375.8324,2499.785,870.0575,5471.12,FALSE
1,1,33.55,6.32,810.4937,185.809,5453.598,2033.894,129.0349,1301.249,1927.083,613.2088,4470.94,TRUE
2,3,54.93,3.32,10206.42,620.8462,5665.062,1793.774,619.8387,2482.952,2970.711,1046.757,4824.32,TRUE
3,2,68.33,14.36,4673.6709,250,2383.83105,3095.17358,2198.10156,64.03124,947.11401,155.32225,5180.74,FALSE
0,3,56.4,2.96,8528.64746,114.2366,3059.74683,1408.94458,1280,355.14081,1993.37024,255.4408,5762.41,FALSE
2,3,50.45,7.52,4803.907,302.0761,3058.157,961.5872,641.5801,171.0263,762.6598,379.0119,5550.05,FALSE
2,4,101.27,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,2863.63,TRUE
13,4,67,8.68,9956.169,237.1181,3805.003,3407.803,1197.132,540,2387.054,132.0985,4223.88,FALSE
1,3,42.58,30.8,5303.518,583.6309,1761.15,744.7483,1615.255,118.8486,695.018,635.7083,6059.18,FALSE
2,2,29.1,2.4,5306.901,308.5855,2695.946,517.349,587.7287,132.0038,300.1666,745,6872.85,FALSE
1,2,36.6,10.28,5632.497,260,2514.642,2013.908,1683.597,189.7367,519.7355,537.1219,4672.13,TRUE
3,3,52.3,10.8,5027.77295,521.46429,5524.71729,635.29523,25.4951,559.01697,3156.60034,362.66376,5353.73,FALSE
3,1,35.21,9.76,5880.553,162.865,852.3497,1005,2398.63,60.20797,1043.276,188.6796,6248.22,TRUE
5,2,31.5,0.68,5526.176,395.7903,2578.003,323.1099,667.2706,284.2534,231.9483,954.3846,7720.63,FALSE
2,2,38.4,4.44,6299.873,284.4293,1497.94,1974.652,1459.632,117.047,201.1219,364.0055,4036.46,TRUE
0,3,47.8,19.64,5358.118,171.1724,2830.87,427.1124,432.0012,272.2591,439.6021,787.4326,6276.15,FALSE
2,4,100.56,13.8,6070,180,3158.754,1544.344,1394.211,355.9846,918.8172,406.5095,4126.89,FALSE
4,4,75.57,0.04,5612.836,15.81139,668.9731,1519.539,2730.165,53.85165,943.7161,125,1058.62,TRUE
7,4,63.5,3.76,11688.48,817.0833,5750.941,4184.047,688.8396,145,745,209.8809,4330.71,TRUE
4,3,44.5,0.08,11324.0918,310.84561,5130.69189,4987.83008,91.24144,1612.51355,2547.87158,431.07425,6426.97,FALSE
3,5,85,0.6,4031.07007,458.8028,11019.58496,3569.33105,71.5891,6557.30322,6955.55371,530.51862,3764.71,TRUE
2,1,32,3.24,10926.86,435.2298,4764.402,4635.928,400.2812,1769.477,2843.449,713.4424,5000,TRUE
2,1,38.1,15.24,6092.947,373.1287,1525.983,2089.175,1585.095,20.61553,386.0052,432.2615,7000,TRUE
1,2,44.4,0.28,6605.795,171.0263,4470.417,729.1776,87.32124,385,2468.162,860.2325,5630.18,FALSE
1,3,60.85,13.44,3153.811,63.63961,7366.526,1384.377,538.5629,472.705,2996.068,1324.84,4272.8,TRUE
9,3,42.4,20.12,3727.76733,245.15302,5134.71533,1128.8158,1125.27771,646.00696,1961.61292,256.22256,4481.13,FALSE
1,4,62.5,4.84,11307.9,285.0439,5529.855,3658.446,1085.772,652.7059,1044.521,215.9282,5200,FALSE
3,3,42.4,14.88,3726.93237,209.88092,5101.00488,1152.65991,1151.08643,663.87122,1935.28418,250,4716.98,FALSE
11,5,74.4,11.12,3352.05151,311.12698,4994.94971,1044.2821,1168.00049,888.55219,2050.573,547.76819,3669.35,TRUE
0,3,49.58,3.08,11869.82715,150.74814,5716.4082,5527.31641,136.01471,2219.05957,2311.56323,216.39085,6151.67,FALSE
2,4,63.28,5.96,5502.62,405.6168,2291.997,423.4678,966.0875,163.4778,57.00877,833.1417,5530.97,FALSE
6,3,37.1,30.64,3935,173.5656,3610.388,2354.782,1358.869,302.6962,966.8635,240.0521,4043.13,TRUE
2,4,72.51,25.6,4347.945,67.26812,3891.545,2311.001,1702.828,576.5848,800.2812,445.926,4413.18,FALSE
1,3,56.7,10.88,6327.11035,38.07887,2460.31006,1364.52368,990.20203,295.67719,664.83081,339.88968,5820.11,FALSE
1,4,84.4,7.68,2637.067,54.08327,3682.679,2970.875,859.8401,109.6586,1404.039,604.0281,3021.33,TRUE
4,2,43.75,17.52,8757.039,184.4587,2926.79,2340.342,743.7909,604.4005,838.5255,635.6099,5714.29,FALSE
3,3,47.4,13.08,6367.7959,170,2701.50415,1255.23901,969.14911,55.9017,877.06897,215.40659,3966.24,TRUE
2,2,26.62,14.64,6024.322,426.1748,3774.295,1777.92,1246.966,965.7251,943.6233,82.76472,6273.48,FALSE
1,2,26.7,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,3295.88,TRUE
2,2,29.4,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,3911.56,TRUE
14,3,49.4,4.8,4766.763,490.0255,2130.991,1240.645,1643.175,51.47815,903.0089,344.3835,4959.51,FALSE
2,3,50.11,0,8846.48,190.5912,3015.336,2426.159,705,665.7702,922.7811,705.1595,5687.49,FALSE
2,3,44.3,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,4108.35,FALSE
5,2,35,1.8,6499.42285,42.42641,1937.04028,1530.52283,1026.60852,20.61553,495,73.82411,5000,FALSE
3,4,77.8,7,6256.646,67.26812,2322.972,1481.891,1074.663,370.4727,521.7518,412.3106,2802.06,TRUE
0,3,37.9,2.88,3999.82812,399.2493,11015.24609,3507.60962,116.29704,6561.58691,6998.56592,571.00787,3957.78,FALSE
1,4,47.2,29.68,4484.811,372.0215,2902.727,1364.276,1133.016,641.1123,931.9335,40.31129,5593.22,FALSE
2,3,34.4,0.68,6405.412,120.8305,502.0209,2208.308,2297.243,98.23441,365.3081,332.8663,6017.44,FALSE
1,4,101.1,15.04,1782.19666,135.36986,4828.42871,1683.04785,493.07709,695.07196,2448.06055,260.43234,5637.98,FALSE
4,1,23.22,0,5635.24,31.62278,640.41,1531.878,2757.762,60.41523,915.6691,153.3786,6029.29,TRUE
6,4,47.2,13.92,3715,120.41595,3888.70166,2067.87329,1181.49268,521.17657,1218.07227,392.23718,6239.41,FALSE
4,3,48.3,2.56,5318.592,180.2776,2848.899,463.0605,422.6405,246.0183,454.3677,749.6999,8281.57,FALSE
2,3,64.69,0,6775.819,101.2423,924.6892,1082.405,2594.499,186.6815,830.2409,219.1461,6183.34,FALSE
2,5,100.42,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,3754.23,TRUE
4,2,43.88,13.68,8812.72,201.3082,2990.819,2391.339,700.4463,657.8754,901.9008,693.1811,6449.41,FALSE
1,2,43.12,0.04,4198.8,100.4988,11353.16,3087.479,85.14693,6933.866,7446.409,1019.031,4497.68,FALSE
3,2,31.9,0.08,5209.484,310.1612,2692.554,621.9526,635.0197,32.01562,315.6343,641.9501,8777.43,FALSE
4,3,58.27,4.04,4211.903,76.32169,1997.311,2669.841,1681.525,194.4865,323.8055,426.6439,4547.79,FALSE
5,1,33.7,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,5964.39,TRUE
4,4,69.38,0,8776.361,141.5097,2925.107,2365.005,776.6112,578.835,830.858,615.0203,7206.69,FALSE
0,3,43.31,18.6,7916.067,395,2360.381,1450.836,1157,259.8557,1320,265,4848.76,TRUE
1,4,69.2,8.88,6090.66504,68.00735,2886.28662,1510,1293.6189,86.31339,956.62164,130.86252,8265.9,FALSE
2,3,49.55,2.96,4727.309,31.62278,2088.403,3198.175,2360.704,212.1909,1106.029,201.5564,4339.05,FALSE
1,3,42,0.44,5603.32,116.619,605,1741.049,2809.813,261.9638,885.353,287.2716,5476.19,FALSE
10,2,30.8,16.56,12260.85,289.8707,6357.895,4632.259,592.558,265,166.5083,38.07887,5844.16,FALSE
1,3,48.5,0.36,5190.077,149.8332,2849.088,599.3329,480.9366,116.7262,459.1568,666.8021,5773.2,FALSE
2,3,54.9,41.16,3290,50,4231.00732,1724.42017,843.28229,269.07248,1659.10364,529.00848,3169.4,TRUE
2,4,101.27,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,2863.63,TRUE
4,3,56.4,26.96,5292.49707,95.52486,4060.20947,2565.78442,945.85938,428.51486,667.53278,205.54805,4343.97,FALSE
3,1,32.6,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,5582.82,TRUE
4,2,32.73,18.68,3980.97046,121.65525,2300.33154,3141.02295,1805.83777,86.02325,387.36288,175,4582.95,FALSE
4,2,33.1,19.64,5488.465,173.3494,848.3219,1425.246,2564.786,5,1118,25,2332.33,TRUE
0,3,48.5,17.96,8919.295,295.6772,2767.716,2773.671,818.0006,375.6661,905.2071,41.23106,6597.94,FALSE
1,3,50.1,7.76,6246.267,70.71068,2326.247,1489.404,1084.17,381.6084,517.3973,419.6725,4630.74,TRUE
1,2,42.02,4,2127.346,163.4778,4338.274,2221.227,869.7413,217.3131,2139.024,71.06335,6544.5,FALSE
3,2,54.5,12.12,4265,389.39056,3363.85571,2648.17383,1681.07104,20,630.31738,205.24376,5504.59,FALSE
0,3,43.88,5.08,4912.32129,31.62278,1973.22705,3031.58789,2528.75952,113.13708,932.87189,220.51077,5811.3,FALSE
1,3,49.7,24.68,4155.06,131.5295,4011.088,2127.963,1724.775,652.7059,989.7601,439.3177,7071.83,FALSE
1,3,59.71,0.04,6842.602,40.31129,948.5383,1129.391,2553.449,248.6463,829.4727,278.2984,5024.28,FALSE
4,2,27.67,9.76,5880.553,162.865,852.3497,1005,2398.63,60.20797,1043.276,188.6796,7155.76,FALSE
5,5,84.9,5.64,3782,174.4276,3787.813,1959.751,920.4619,79.05694,1757.683,258.1182,3886.93,TRUE
9,3,39.8,9.68,6428.828,106.3015,551.9285,2252.36,2247.493,140.89,405.1234,330.3407,5000,FALSE
1,1,19.7,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,3324.87,TRUE
2,3,37.43,4.28,8494.823,95.52486,2952.698,1489.043,1405,245.4588,1930.453,226.1084,1870.16,TRUE
2,4,92.2,0.08,6070.44678,41.23106,785.82758,1002.06036,2450.39795,221.41589,934.77271,368.40875,1626.9,TRUE
0,2,54.7,0,11799.94,200.0625,6243.919,3792.562,279.5085,1277.507,976.1659,511.1995,6215.72,FALSE
5,2,31.6,0.4,5510.717,423.4678,2550.319,346.5906,697.8001,255.196,196.023,936.2158,7594.94,FALSE
1,2,39.92,0,10377.36,189.0106,5105.766,2383.873,1207.477,1406.165,2253.469,303.0264,6412.83,FALSE
0,3,92.34,2.52,10070,26.92582,5189.916,1823.191,785,1864.001,2870.618,611.4327,4407.62,TRUE
1,4,54.33,6.2,3949.585,130.3841,4244.058,1862.935,1610.256,859.7819,1252.937,274.5906,4822.38,FALSE
3,5,89.7,10.28,4868.534,47.16991,1369.617,2399.088,2310.633,75,986.0274,707.2482,6075.81,FALSE
3,5,98.85,10.84,4809.71143,381.21515,2546.13916,2874.28687,2266.78735,304.63092,642.74799,60.20797,5107.23,FALSE
2,1,29.27,17.44,5911.772,45,2435.621,1758.465,1405.569,370.5402,477.5458,360.0347,5466.35,TRUE
1,2,38.6,4.12,5081.594,100.4988,1135.275,2188.201,2444.918,53.15073,1192.749,532.5646,5051.81,FALSE
4,1,32.2,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,6521.74,TRUE
2,3,51.7,7.04,5309.852,123.4909,918.9396,1711.586,2488.438,20.61553,1200.052,201.5564,2700,TRUE
2,3,44.9,0.4,10236.5,630.5751,5691.406,1822.43,606.4858,2495.842,2940.612,1042.173,5634.74,FALSE
0,3,32.8,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,5030.49,FALSE
1,2,45.7,0,11778.57,158.1139,7011.364,2839.798,252.6856,3030.697,1400.893,1520.008,5908.1,FALSE
3,2,64,67.08,10589.91,161.0124,4450.913,4274.766,595,1497.899,2495.165,845.8132,5312.5,FALSE
3,2,32,1.04,12123.67,705.0709,6071.592,4748.276,98.99495,283.593,784.8886,572.6473,6875,FALSE
1,4,64.2,16.92,4026.19238,108.16654,3160.22559,2788.26562,1460.48792,20.61553,959.23145,259.32605,4205.61,FALSE
1,2,37.3,14.36,6060,215.2324,3192.938,1559.367,1413.825,388.9087,902.5519,442.2951,4557.64,TRUE
4,2,34.59,46.76,8075.163,261.7728,2491.531,1478.716,1235.648,184.4587,1480.008,278.5678,4972.54,FALSE
1,3,60.71,15.88,3417.865,118.8486,6351.417,572.8001,468.0278,538.5165,3110.245,1364.844,5600,FALSE
9,3,49.4,13.2,4513.826,360.0347,2752.181,1382.245,1236.649,690.0181,902.2333,175,4655.87,FALSE
2,2,23.6,10.12,6650.024,40,1556.406,1780.456,1259.544,221.3594,82.0061,246.9818,6355.93,FALSE
3,3,61.81,23.96,4112.00977,145.34442,3227.77393,2729.14355,1530.04089,21.2132,821.41644,245.20399,3316.62,TRUE
1,2,32.78,5.2,2531.452,55.9017,3865.052,3504.083,451.2483,158.1139,1938.298,949.9737,3965.83,TRUE
1,3,49.5,10.88,10814.49,425,4907.955,3426.543,1063.073,375,1578.647,595,5050.51,FALSE
3,3,53.56,1.44,6830,191.3766,3203.443,777.1261,637.2009,32.01562,1482.608,595.021,3827.48,TRUE
4,5,77.36,7.8,3602.235,480.4165,3555.661,2197.738,729.4004,346.3019,1818.64,264.0076,3955.53,FALSE
1,3,46.5,16.64,5860.795,49.49747,2450.005,1803.781,1456.039,360,479.5049,381.8377,4752.69,FALSE
2,3,49.3,3.72,7635.214,174.6425,4618.496,645.9489,275.1818,1275.951,2593.651,945.119,5679.51,FALSE
4,3,54.9,4.08,6855,172.4094,3382.459,795.3144,667.027,47.16991,1635.176,416.0829,4280.51,TRUE
2,4,56.04,16,4846.05,240.1041,4465.21,2299.853,857.4672,94.86833,1029.332,179.0251,3747.32,TRUE
4,3,48.2,0.44,3385,100,3597.30811,2438.41138,833.44165,186.01076,1560.29639,222.09232,4200,TRUE
5,3,44.91,0,11836.13574,784.23529,5820.10547,4436.62305,409.20654,150,810.26233,460.10867,6791.36,FALSE
4,3,48.4,31.04,4735.573,496.0091,2060.491,1301.461,1672.319,60.41523,1015.148,247.4874,4814.05,FALSE
2,5,92.7,1.28,5303.518,272.2591,2735.896,510.2206,546.6489,155.7241,340,750.4166,8052.86,FALSE
4,3,44.2,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,3902.71,FALSE
9,2,31.2,24.44,12324.13,260.0481,6445.279,4617.61,481.2744,354.2951,53.15073,105.119,1831.28,TRUE
7,4,48.2,21.2,5630.58,155.0806,3786.109,2146.654,1147.454,676.9232,619.2132,110.1136,6203.32,FALSE
2,5,103.1,0,6333.942,311.8493,217.0829,1582.127,2912.083,111.018,277.2183,440.284,5625.61,FALSE
0,1,34.9,0,11810.11,203.9608,6226.95,3829.413,295.4657,1207.332,913.2497,515.2184,3724.93,TRUE
0,2,36.4,7.24,6930.283,14.14214,3886.702,880.142,331.8509,45,2137.113,282.179,3434.07,TRUE
0,3,32.9,12.48,3831.32153,205.9126,10703.30469,3539.10303,152.06906,6212.97412,6538.52051,122.98374,2735.56,TRUE
0,3,43.8,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,4223.74,FALSE
4,2,38.5,5.04,3692.709,51.47815,2681.017,3589.492,1786.687,70.17834,736.3763,521.5841,5454.55,FALSE
3,1,29.8,1.6,5709.588,93.94147,495.202,1875.06,2967.09,255.196,762.9712,285,8691.28,TRUE
0,4,55,20.2,6620,92.19544,3338.6001,1025.40234,896.61865,252.68558,1452.79041,437.32138,4018.18,TRUE
1,3,62.56,10.04,4189.64502,135.09256,2561.9231,3423.98169,1823.58167,358.05026,1329.00342,251.0976,4235.93,FALSE
3,3,47.4,7.76,6246.267,70.71068,2326.247,1489.404,1084.17,381.6084,517.3973,419.6725,4746.84,TRUE
3,3,38,27.88,3935,226.3846,3665.818,2305.759,1367.808,338.3785,976.7292,295.2964,5000,FALSE
3,4,63.1,20.76,5945,423.8514,3376.792,1711.089,1579.691,566.083,775.4031,430.0291,4912.84,FALSE
4,2,52.1,0,6566.559,110,1752.177,1640.488,1122.018,89.44272,287.7933,219.3171,5470.25,FALSE
1,1,25.26,4.44,5521.062,240.8319,2049.597,2294.613,1872.926,136.565,226.3846,652.3228,6400,TRUE
1,4,82.3,15.4,6483.2959,196.46883,2627.87451,1167.87195,839.43433,111.8034,877.5249,357.94553,2551.64,TRUE
1,4,49.28,15.6,5519.284,42.72002,3854.154,2275.703,1085.564,590.5294,588.2177,186.6815,4322.24,FALSE
1,4,95.89,3.8,5839.422,261.725,618.7285,1295,2676.925,20,852.9068,237.1181,6048.6,FALSE
2,2,25.3,8,4267.798,105.4751,2010.827,2924.88,1963.797,159.1383,502.4938,69.46222,4150.2,TRUE
0,3,59.1,9.92,1613.707,90,4839.806,1803.587,871.2778,510.343,2347.19,282.179,2571.91,TRUE
1,3,69.8,0.96,11775.92871,373.12866,5575.66602,5208.0708,164.01219,1571.63135,2220.07324,479.08768,4942.69,FALSE
4,2,41.6,2.96,4727.309,31.62278,2088.403,3198.175,2360.704,212.1909,1106.029,201.5564,4110.58,TRUE
2,3,52.19,4.36,6885.53,29.15476,966.0745,1161.228,2528.028,290.2585,831.8954,318.9436,6840.39,FALSE
2,3,63.5,8.04,3980.26392,33.54102,5366.70508,1164.23792,1062.46179,288.14059,2068.58643,365.82098,5496.06,FALSE
1,2,27.19,7.16,6643.766,47.16991,1592.482,1749.636,1228.515,206.1553,116.297,264.1969,4119.16,TRUE
4,4,66.07,6.68,3679.253,251.2469,3824.477,2065.103,815.8431,68.00735,1839.837,160.7016,4767.67,FALSE
1,2,32.35,31.68,4986.231,72.8011,1261.715,2366.316,2425.541,65,1105.724,591.0372,4914.99,FALSE
2,2,36.74,20,1044.761,211.4829,5210.578,2174.011,96.56604,1110.608,2157.093,374.8333,4327.71,TRUE
4,3,68.56,8.12,4262.866,73.82411,1999.812,2878.55,1917.948,107.0047,460.6788,121.6552,2771.3,TRUE
2,3,20.43,0,6165.543,264.0076,391.695,1385.902,2846.928,255.196,551.9511,393.0013,7831.62,FALSE
2,3,47.4,27.04,4136.33301,267.30133,3327.10083,2644.40918,1550.51599,21.2132,765.31042,263.05893,5907.17,FALSE
1,4,63,15.2,4999.93262,228.47319,3844.02466,2731.72559,1297.35303,77.62087,404.78391,590.69873,6349.21,FALSE
2,4,66.31,8.2,6859.55176,197.0406,1661.38501,477.59814,2122.2688,165.07574,1370.92126,221.92342,5413.96,FALSE
9,3,37.91,18.48,4956.632,465.0269,1715.554,1208.853,1892.208,169.1892,1119.565,194.1649,4879.98,FALSE
2,5,106.3,0,5616.665,118.5327,590.0847,1749.836,2827.035,268.7936,870.1293,303.7268,3480.71,TRUE
1,2,32.76,0.24,6496.90674,161.55495,1767.72449,1659.82678,1145.53479,15,325.61481,147.05441,5952.38,FALSE
3,3,54.57,1.8,3913.93652,100.62306,3068.42798,2898.38745,1401.16028,20.61553,1171.51611,141.15594,3939.89,TRUE
2,3,48.4,11.96,12004.81,544.2656,6109.92,4397.982,687.3136,290,375,292.7456,5227.27,FALSE
3,4,71.12,0.88,5587.15,361.2478,2288.76,336.1547,956.6216,250.7987,125,920.4619,6327.33,FALSE
1,3,55.15,0.24,10413.24,219.545,5176.179,2376.515,1212.693,1490.78,2263.371,219.6588,5077.04,FALSE
1,4,67.9,0,2863.237,194.5508,3366.281,3467.005,855.3654,475.9464,1013.04,690.9595,5724.59,FALSE
3,3,102.7,4.4,5617.1543,176.70596,2019.50488,2211.65088,1783.17139,57.00877,130.38405,746.07306,3602.73,TRUE
3,3,70.1,12.4,11120.39,338.8953,4950.116,4837.401,377.9219,1855,2887.3,518.7726,5149.79,FALSE
9,3,38.1,12.8,8549.868,437.2928,2478.316,2451.025,1963.269,220,1734.251,272.0294,5511.81,FALSE
3,5,95.2,0.84,5026.96729,315.79266,2337.01733,2704.31128,2324.9624,385.03247,728.86896,201.24612,3308.82,TRUE
0,2,36.49,28.52,6613.66943,231.62469,2652.70142,1045.47839,709.96478,71.5891,971.00464,479.27026,5069.88,FALSE
3,3,37.9,12.84,1026.767,185,5274.491,1915.059,364.9658,1040.973,1990.383,444.072,2638.52,TRUE
1,4,47.6,2.16,3741.724,78.10249,2513.573,3238.835,1595.188,76.32169,311.8493,201.2461,4180.67,FALSE
3,5,74.2,11.56,3842.922,360.5551,3396.001,1959.088,970.4767,523.3068,1581.139,502.8419,4514.82,FALSE
2,3,70.6,2.32,5445.755,311.8092,2665.807,380.1316,588.2177,251.0478,287.1411,883.9259,7434.84,FALSE
3,4,67.6,2.4,5892.89844,391.47159,1348.35083,2378.17676,1873.5127,20,536.00372,720.85022,4127.22,TRUE
9,5,73.6,14.72,11571.1,741.9737,5630.766,4089.551,764.1989,140,861.7569,101.2423,3872.28,TRUE
2,3,57.2,0.92,10252.47,682.4954,5734.791,1829.296,554.3014,2548.039,2925.017,1085.841,6328.67,FALSE
5,1,32.3,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,5820.43,TRUE
9,3,37.5,5.6,3722.1,117.1538,3111.784,2911.464,1274.245,85,1411.559,133.4166,4640,FALSE
8,3,41.2,31.24,4540.705,487.9549,2975.151,1276.92,1005.099,527.1148,897.3572,67.08204,4296.12,TRUE
3,4,74.8,25.64,4562.07178,156.92355,2200.52832,3347.89868,2212.31226,295.3811,1263.11121,67.08204,5347.59,FALSE
